"featcode"	"rowindex"	"name"	"description"	"icon"	"mincharlevel"	"minattackbonus"	"minstr"	"mindex"	"minint"	"minwis"	"minspelllvl"	"prereqfeat1"	"prereqfeat2"	"gainmultiple"	"effectsstack"	"allclassescanuse"	"category"	"maxcr"	"spellid"	"successor"	"crvalue"	"usesperday"	"masterfeat"	"targetself"	"orreqfeat0"	"orreqfeat1"	"orreqfeat2"	"orreqfeat3"	"orreqfeat4"	"reqskill"	"toolscategories"	"hostilefeat"		"scd_list"	"sol_list"	"sct_list"	"tec_list"	"drx_list"	"drc_list"	"jcn_list"	"jgd_list"	"jsn_list"	"sas_list"	"sld_list"	"sma_list"	"jwa_list"	"jma_list"	"jwm_list"		"jcn_pc_granted"	"jgd_pc_granted"	"jsn_pc_granted"	"scd_granted"	"sol_granted"	"sct_granted"	"tec_granted"	"drx_granted"	"drc_granted"	"jcn_granted"	"jgd_granted"	"jsn_granted"	"sas_granted"	"sld_granted"	"sma_granted"	"jwa_granted"	"jma_granted"	"jwm_granted"		"handmaiden"	"baodur"	"hanharr"	"hk47"	"g0t0"	"atton"	"kreia"	"exclusion"	"usetype"	"pips"
"DEFLECT_MASTERY"	168			"if_deflect"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		0	0	0	0	0	0	0	"0x00"	"****"	1
"TOUGHNESS_1"	169			"if_toughn01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"TOUGHNESS_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"TOUGHNESS_2"	170			"if_toughn02"	3	"****"	"****"	"****"	"****"	"****"	"****"	"TOUGHNESS_1"	"****"	0	0	0	"****"	"****"	"****"	"TOUGHNESS_3"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"TOUGHNESS_3"	171			"if_toughn03"	7	"****"	"****"	"****"	"****"	"****"	"****"	"TOUGHNESS_1"	"TOUGHNESS_2"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"DARK_SIDE_MASTERY"	175			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"CLASS_AWARENESS"	183			"if_clsskill01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		0	0	0	0	0	0	0	"0x00"	"****"	1
"CLASS_SCIENCE"	184			"if_clsskill02"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"CLASS_DEMOLITIONS"	185			"if_clsskill03"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"CLASS_REPAIR"	186			"if_clsskill04"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"CLASS_SECURITY"	187			"if_clsskill05"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"CLASS_STEALTH"	188			"if_clsskill06"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"CLASS_MEDICINE"	189			"if_clsskill07"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"DUAL_STRIKE_1"	190			"if_dualstrk01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"DUAL_STRIKE_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"DUAL_STRIKE_2"	191			"if_dualstrk02"	3	"****"	"****"	"****"	"****"	"****"	"****"	"DUAL_STRIKE_1"	"****"	0	0	1	"****"	"****"	"****"	"DUAL_STRIKE_3"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"DUAL_STRIKE_3"	192			"if_dualstrk03"	7	"****"	"****"	"****"	"****"	"****"	"****"	"DUAL_STRIKE_1"	"DUAL_STRIKE_2"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"LIGHTSABER_FINESSE"	193			"if_finesse01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"MELEE_FINESSE"	194			"if_finesse02"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"FORCE_REGENERATE"	196			"if_regenvp"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"STEALTH_RUN"	197			"if_stlhrun"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		4	4	4	4	4	4	4	4	4	4	4	4	4	4	4		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"KINETIC_COMBAT"	198			"if_kineticcomb"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"MANDALORIAN_COURAGE"	200			"if_mandcourg"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"PERSONAL_CLOAKING_SHIELD"	201			"if_perscloak"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"IMPLANT_SWITCHING"	203			"if_implswtch"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"SPIRIT"	204			"if_spirit"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"FORCE_CHAIN"	205			"if_forcechain"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"WAR_VETERAN"	206			"if_warvet"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"COMPLEX_UNARMED_ANIMATIONS"	207			"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		4	4	4	4	4	4	4	4	4	4	4	4	4	4	4		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"ECHANI_STRIKE"	209			"if_echstrike01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"UNARMED_1"	212			"if_unarmspec01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"UNARMED_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"UNARMED_2"	213			"if_unarmspec02"	3	"****"	"****"	"****"	"****"	"****"	"****"	"UNARMED_1"	"****"	0	0	0	"****"	"****"	"****"	"UNARMED_3"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"UNARMED_3"	214			"if_unarmspec03"	7	"****"	"****"	"****"	"****"	"****"	"****"	"UNARMED_1"	"UNARMED_2"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	2
"UNARMED_4"	215			"if_unarmspec04"	11	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"UNARMED_3"	0	0	0	"****"	"****"	"****"	"UNARMED_4"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"UNARMED_5"	216			"if_unarmspec05"	15	"****"	"****"	"****"	"****"	"****"	"****"	"UNARMED_4"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"SHIELD_BREAKER"	220			"if_shieldbreak"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	3	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	2
"REPULSOR_STRIKE"	221			"if_strike01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	3	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"ASSASSIN_PROTOCOL"	228			"if_assassin01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"WOOKIE_RAGE"	231			"if_wookrage01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	5	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"MINE_IMMUNITY"	238			"if_mineimmune"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"POINT_GUARD"	239			"if_pointguard"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	0	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	6	0		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"PRECISE_SHOT_1"	240			"if_preshot01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"PRECISE_SHOT_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"PRECISE_SHOT_2"	241			"if_preshot02"	3	"****"	"****"	"****"	"****"	"****"	"****"	"PRECISE_SHOT_1"	"****"	0	0	1	"****"	"****"	"****"	"PRECISE_SHOT_3"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"PRECISE_SHOT_3"	242			"if_preshot03"	7	"****"	"****"	"****"	"****"	"****"	"****"	"PRECISE_SHOT_1"	"PRECISE_SHOT_2"	0	0	1	"****"	"****"	"****"	"PRECISE_SHOT_4"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	2
"PRECISE_SHOT_4"	243			"if_preshot04"	11	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"PRECISE_SHOT_3"	0	0	1	"****"	"****"	"****"	"PRECISE_SHOT_5"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	3
"PRECISE_SHOT_5"	244			"if_preshot05"	15	"****"	"****"	"****"	"****"	"****"	"****"	"PRECISE_SHOT_4"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	2	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"LIGHTSABER_FOCUS_2"	156			"if_weapspec05"	3	"****"	"****"	"****"	"****"	"****"	"****"	"LIGHTSABER_FOCUS_1"	"****"	0	0	1	"****"	"****"	"****"	"LIGHTSABER_FOCUS_3"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		4	4	4	4	4	4	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"LIGHTSABER_FOCUS_3"	157			"if_sfoclsab01"	7	"****"	"****"	"****"	"****"	"****"	"****"	"LIGHTSABER_FOCUS_1"	"LIGHTSABER_FOCUS_2"	0	0	1	"****"	"****"	"****"	"LIGHTSABER_FOCUS_4"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		4	4	4	4	4	4	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"LIGHTSABER_FOCUS_4"	158			"if_sfoclsab02"	11	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"LIGHTSABER_FOCUS_3"	0	0	1	"****"	"****"	"****"	"LIGHTSABER_FOCUS_5"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		4	4	4	4	4	4	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"MELEE_FOCUS_3"	172			"if_weapfoc06"	7	"****"	"****"	"****"	"****"	"****"	"****"	"MELEE_FOCUS_1"	"MELEE_FOCUS_2"	0	0	1	"****"	"****"	"****"	"MELEE_FOCUS_4"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"MELEE_FOCUS_4"	173			"if_weapspec06"	11	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"MELEE_FOCUS_3"	0	0	1	"****"	"****"	"****"	"MELEE_FOCUS_5"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"MELEE_FOCUS_5"	174			"if_weapspec06"	15	"****"	"****"	"****"	"****"	"****"	"****"	"MELEE_FOCUS_4"	"****"	0	0	1	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"ARMOR_1"	32			"if_armprof01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"ARMOR_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	4	4	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"ARMOR_4"	33			"if_armprof02"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"ARMOR_3"	0	0	1	"****"	"****"	"****"	"ARMOR_5"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	4	4	1	1	1	1	1	1	1	1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"DROID_ARMOR_1"	34			"if_droidup01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"DROID_ARMOR_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		4	4	4	4	1	1	4	4	4	4	4	4	4	4	4		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	0	"0x00"	"****"	1
"BLASTERS_1"	35			"if_weapprof01"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	0	0	1	"****"	"****"	"****"	"BLASTERS_2"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	"****"	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		0	0	0	0	0	0	0	"0x00"	"****"	1
